flight_id,flight_number,origin,destination,origin_city,destination_city,origin_airport,destination_airport,depart_date,depart_time,arrive_time,duration_hrs,duration_mins,cabin,fare_class,base_fare,seats_available
FL04944,G8310,YYZ,CDG,Toronto,Paris,Toronto Pearson,Charles de Gaulle,2026-05-15,21:15,03:45,6,30,Premium Economy,W,16484,122
FL04945,6E254,FRA,ICN,Frankfurt,Seoul,Frankfurt Intl,Incheon Intl,2026-08-24,14:15,15:15,1,0,Business,J,75392,35
FL04946,JA973,CDG,NRT,Paris,Tokyo,Charles de Gaulle,Narita Intl,2026-05-24,18:30,23:45,5,15,Economy,Y,9854,1
FL04947,AI882,DXB,GOI,Dubai,Goa,Dubai Intl,Goa Intl,2026-05-04,08:45,20:45,12,0,Business,J,65361,32
FL04948,G8818,FRA,BKK,Frankfurt,Bangkok,Frankfurt Intl,Suvarnabhumi,2026-05-22,15:45,04:00,12,15,Premium Economy,W,15108,148
FL04949,G8217,ICN,BLR,Seoul,Bangalore,Incheon Intl,Kempegowda Intl,2026-03-21,09:45,16:45,7,0,First,F,107190,143
FL04950,G8119,ICN,DOH,Seoul,Doha,Incheon Intl,Hamad Intl,2026-03-13,10:00,18:45,8,45,Premium Economy,W,24872,119
FL04951,9W991,DEL,YYZ,New Delhi,Toronto,Indira Gandhi Intl,Toronto Pearson,2026-05-30,22:45,10:45,12,0,First,F,187844,64
FL04952,AI339,CDG,ICN,Paris,Seoul,Charles de Gaulle,Incheon Intl,2026-02-28,08:00,10:30,2,30,Business,J,48256,64
FL04953,G8852,DAC,LHR,Dhaka,London,Hazrat Shahjalal Intl,Heathrow,2026-04-20,23:30,00:45,1,15,Premium Economy,W,26201,5
FL04954,G8384,JNB,DAC,Johannesburg,Dhaka,OR Tambo Intl,Hazrat Shahjalal Intl,2026-05-13,22:15,00:00,1,45,Economy,Y,13044,49
FL04955,AI560,YYZ,NYC,Toronto,New York,Toronto Pearson,John F Kennedy Intl,2026-03-21,00:45,09:00,8,15,Economy,Y,10220,68
FL04956,9W371,COK,CCU,Kochi,Kolkata,Cochin Intl,Netaji Subhas Intl,2026-04-14,06:30,16:45,10,15,First,F,99279,4
FL04957,AI708,AMD,FRA,Ahmedabad,Frankfurt,Sardar Vallabhbhai Patel Intl,Frankfurt Intl,2026-06-14,13:00,21:00,8,0,Business,J,58481,136
FL04958,6E156,DOH,BOM,Doha,Mumbai,Hamad Intl,Chhatrapati Shivaji Intl,2026-06-14,22:00,03:45,5,45,Economy,Y,10392,132
FL04959,6E345,DAC,NYC,Dhaka,New York,Hazrat Shahjalal Intl,John F Kennedy Intl,2026-06-10,12:45,15:00,2,15,Business,J,67973,50
FL04960,JA672,HYD,SYD,Hyderabad,Sydney,Rajiv Gandhi Intl,Kingsford Smith,2026-07-16,00:30,07:30,7,0,First,F,133252,108
FL04961,UK519,GOI,AUH,Goa,Abu Dhabi,Goa Intl,Abu Dhabi Intl,2026-07-06,04:15,05:45,1,30,Business,J,58370,48
FL04962,JA958,ICN,BOM,Seoul,Mumbai,Incheon Intl,Chhatrapati Shivaji Intl,2026-07-10,12:45,21:45,9,0,Business,J,70862,66
FL04963,SG206,CMB,BKK,Colombo,Bangkok,Bandaranaike Intl,Suvarnabhumi,2026-07-31,21:30,08:30,11,0,First,F,198633,34
FL04964,9W287,SIN,NYC,Singapore,New York,Changi,John F Kennedy Intl,2026-03-20,17:30,06:45,13,15,Business,J,44456,115
FL04965,UK503,DAC,NRT,Dhaka,Tokyo,Hazrat Shahjalal Intl,Narita Intl,2026-04-01,17:15,06:00,12,45,Business,J,81862,10
FL04966,SG999,PEK,COK,Beijing,Kochi,Beijing Capital,Cochin Intl,2026-02-27,15:30,16:45,1,15,Premium Economy,W,27584,144
FL04967,UK205,PNQ,BOM,Pune,Mumbai,Pune Intl,Chhatrapati Shivaji Intl,2026-04-26,19:00,20:45,1,45,Premium Economy,W,18057,71
FL04968,SG787,PEK,HKG,Beijing,Hong Kong,Beijing Capital,Hong Kong Intl,2026-05-27,03:00,09:45,6,45,First,F,118808,10
FL04969,9W657,DAC,SIN,Dhaka,Singapore,Hazrat Shahjalal Intl,Changi,2026-04-17,07:30,09:45,2,15,First,F,165856,118
FL04970,6E878,BOM,CCU,Mumbai,Kolkata,Chhatrapati Shivaji Intl,Netaji Subhas Intl,2026-07-23,15:15,01:30,10,15,Premium Economy,W,24758,101
FL04971,SG454,HKG,COK,Hong Kong,Kochi,Hong Kong Intl,Cochin Intl,2026-03-02,03:30,10:00,6,30,Economy,Y,9610,32
FL04972,G8307,CDG,DXB,Paris,Dubai,Charles de Gaulle,Dubai Intl,2026-06-11,01:15,14:45,13,30,Premium Economy,W,23163,87
FL04973,JA752,CMB,CDG,Colombo,Paris,Bandaranaike Intl,Charles de Gaulle,2026-04-06,07:15,16:00,8,45,Economy,Y,13529,49
FL04974,UK886,FRA,BLR,Frankfurt,Bangalore,Frankfurt Intl,Kempegowda Intl,2026-08-08,00:30,11:00,10,30,Premium Economy,W,15925,38
FL04975,G8489,PNQ,FRA,Pune,Frankfurt,Pune Intl,Frankfurt Intl,2026-03-23,11:30,17:30,6,0,Business,J,82227,71
FL04976,G8791,DOH,AMD,Doha,Ahmedabad,Hamad Intl,Sardar Vallabhbhai Patel Intl,2026-07-24,13:00,22:15,9,15,Economy,Y,11498,32
FL04977,UK435,BOM,COK,Mumbai,Kochi,Chhatrapati Shivaji Intl,Cochin Intl,2026-07-13,07:30,09:30,2,0,Premium Economy,W,26892,10
FL04978,G8819,JNB,NYC,Johannesburg,New York,OR Tambo Intl,John F Kennedy Intl,2026-07-30,12:30,15:30,3,0,Premium Economy,W,24312,2
FL04979,AI288,AUH,YYZ,Abu Dhabi,Toronto,Abu Dhabi Intl,Toronto Pearson,2026-06-19,01:00,07:45,6,45,First,F,152642,86
FL04980,AI913,AUH,HKG,Abu Dhabi,Hong Kong,Abu Dhabi Intl,Hong Kong Intl,2026-08-17,19:00,02:15,7,15,Premium Economy,W,31283,91
FL04981,AI392,CMB,SIN,Colombo,Singapore,Bandaranaike Intl,Changi,2026-04-01,19:45,07:45,12,0,Business,J,85207,96
FL04982,AI371,CMB,BOM,Colombo,Mumbai,Bandaranaike Intl,Chhatrapati Shivaji Intl,2026-04-21,21:15,08:00,10,45,First,F,170417,42
FL04983,JA594,MAA,BLR,Chennai,Bangalore,Chennai Intl,Kempegowda Intl,2026-05-13,05:45,08:30,2,45,First,F,141270,134
FL04984,UK423,ICN,NYC,Seoul,New York,Incheon Intl,John F Kennedy Intl,2026-03-19,14:00,18:45,4,45,Economy,Y,7394,99
FL04985,9W883,BOM,COK,Mumbai,Kochi,Chhatrapati Shivaji Intl,Cochin Intl,2026-07-05,20:45,07:45,11,0,First,F,125004,144
FL04986,SG837,BKK,CCU,Bangkok,Kolkata,Suvarnabhumi,Netaji Subhas Intl,2026-05-16,09:15,16:00,6,45,Premium Economy,W,20824,65
FL04987,6E321,FRA,CDG,Frankfurt,Paris,Frankfurt Intl,Charles de Gaulle,2026-06-17,17:30,23:15,5,45,Business,J,76006,52
FL04988,AI136,DOH,PNQ,Doha,Pune,Hamad Intl,Pune Intl,2026-05-26,05:00,09:15,4,15,Premium Economy,W,15727,21
FL04989,G8997,LHR,AMD,London,Ahmedabad,Heathrow,Sardar Vallabhbhai Patel Intl,2026-02-26,13:00,22:45,9,45,Economy,Y,10935,103
FL04990,6E225,SIN,PNQ,Singapore,Pune,Changi,Pune Intl,2026-02-28,06:15,10:30,4,15,First,F,135198,139
FL04991,JA565,DAC,YYZ,Dhaka,Toronto,Hazrat Shahjalal Intl,Toronto Pearson,2026-06-22,11:15,23:45,12,30,First,F,111914,59
FL04992,9W882,KUL,KTM,Kuala Lumpur,Kathmandu,KLIA,Tribhuvan Intl,2026-06-17,21:15,23:15,2,0,Business,J,60062,94
FL04993,UK647,CDG,DAC,Paris,Dhaka,Charles de Gaulle,Hazrat Shahjalal Intl,2026-08-01,15:45,04:00,12,15,Economy,Y,11664,20
FL04994,JA902,NYC,SIN,New York,Singapore,John F Kennedy Intl,Changi,2026-07-11,21:00,08:30,11,30,Business,J,39539,126
FL04995,9W803,DOH,BKK,Doha,Bangkok,Hamad Intl,Suvarnabhumi,2026-05-31,02:15,12:30,10,15,Premium Economy,W,23573,45
FL04996,SG903,AMD,DXB,Ahmedabad,Dubai,Sardar Vallabhbhai Patel Intl,Dubai Intl,2026-07-22,18:15,00:00,5,45,Premium Economy,W,25033,120
FL04997,9W309,COK,GOI,Kochi,Goa,Cochin Intl,Goa Intl,2026-04-24,01:15,13:30,12,15,First,F,150553,84
FL04998,6E826,DEL,NYC,New Delhi,New York,Indira Gandhi Intl,John F Kennedy Intl,2026-03-05,16:30,19:30,3,0,Premium Economy,W,18828,45
FL04999,SG960,FRA,DEL,Frankfurt,New Delhi,Frankfurt Intl,Indira Gandhi Intl,2026-02-27,09:00,22:45,13,45,Premium Economy,W,18132,17
FL05000,G8303,SIN,KUL,Singapore,Kuala Lumpur,Changi,KLIA,2026-05-27,16:15,07:00,14,45,Business,J,37941,4
FL05001,9W407,MAA,ICN,Chennai,Seoul,Chennai Intl,Incheon Intl,2026-07-10,11:15,22:00,10,45,Business,J,88286,43
FL05002,G8323,DXB,HKG,Dubai,Hong Kong,Dubai Intl,Hong Kong Intl,2026-04-24,18:00,21:45,3,45,Business,J,40282,105
FL05003,9W847,PEK,COK,Beijing,Kochi,Beijing Capital,Cochin Intl,2026-04-15,11:15,19:45,8,30,Premium Economy,W,18443,58
FL05004,AI203,HKG,PNQ,Hong Kong,Pune,Hong Kong Intl,Pune Intl,2026-06-22,23:00,09:15,10,15,First,F,193594,39
FL05005,UK820,DEL,CMB,New Delhi,Colombo,Indira Gandhi Intl,Bandaranaike Intl,2026-02-28,03:15,16:30,13,15,Economy,Y,14688,45
FL05006,G8196,DAC,HKG,Dhaka,Hong Kong,Hazrat Shahjalal Intl,Hong Kong Intl,2026-05-10,06:30,08:45,2,15,Premium Economy,W,30088,94
FL05007,6E449,KUL,YYZ,Kuala Lumpur,Toronto,KLIA,Toronto Pearson,2026-03-26,03:30,13:15,9,45,Economy,Y,5525,33
FL05008,UK118,BLR,KTM,Bangalore,Kathmandu,Kempegowda Intl,Tribhuvan Intl,2026-08-05,05:00,17:00,12,0,Business,J,87304,23
FL05009,SG191,PNQ,KTM,Pune,Kathmandu,Pune Intl,Tribhuvan Intl,2026-08-03,16:30,23:45,7,15,Business,J,64007,93
FL05010,G8620,YYZ,BLR,Toronto,Bangalore,Toronto Pearson,Kempegowda Intl,2026-05-29,00:30,10:15,9,45,First,F,144927,7
FL05011,G8831,KUL,JNB,Kuala Lumpur,Johannesburg,KLIA,OR Tambo Intl,2026-07-03,17:30,23:00,5,30,Business,J,54812,139
FL05012,JA678,LHR,AUH,London,Abu Dhabi,Heathrow,Abu Dhabi Intl,2026-06-17,11:00,12:00,1,0,Business,J,55933,78
FL05013,AI510,DOH,HKG,Doha,Hong Kong,Hamad Intl,Hong Kong Intl,2026-07-23,18:15,22:00,3,45,First,F,181957,70
FL05014,UK887,PNQ,AUH,Pune,Abu Dhabi,Pune Intl,Abu Dhabi Intl,2026-04-05,16:30,04:30,12,0,Economy,Y,9291,47
FL05015,6E616,DAC,FRA,Dhaka,Frankfurt,Hazrat Shahjalal Intl,Frankfurt Intl,2026-04-29,03:45,08:30,4,45,Economy,Y,6859,9
FL05016,AI165,KUL,CDG,Kuala Lumpur,Paris,KLIA,Charles de Gaulle,2026-04-05,05:30,12:30,7,0,Economy,Y,14306,102
FL05017,G8503,FRA,AUH,Frankfurt,Abu Dhabi,Frankfurt Intl,Abu Dhabi Intl,2026-03-21,10:00,17:00,7,0,First,F,101982,22
FL05018,AI490,NRT,SYD,Tokyo,Sydney,Narita Intl,Kingsford Smith,2026-06-19,03:45,15:00,11,15,Business,J,35490,110
FL05019,9W248,KTM,CCU,Kathmandu,Kolkata,Tribhuvan Intl,Netaji Subhas Intl,2026-04-22,21:15,03:30,6,15,First,F,125431,110
FL05020,JA498,ICN,DEL,Seoul,New Delhi,Incheon Intl,Indira Gandhi Intl,2026-06-19,00:45,05:00,4,15,Business,J,66732,37
FL05021,6E883,PEK,LHR,Beijing,London,Beijing Capital,Heathrow,2026-03-08,20:00,22:15,2,15,Economy,Y,6814,26
FL05022,9W109,COK,SIN,Kochi,Singapore,Cochin Intl,Changi,2026-08-06,10:15,15:00,4,45,First,F,120386,13
FL05023,AI486,COK,JNB,Kochi,Johannesburg,Cochin Intl,OR Tambo Intl,2026-03-07,07:45,09:45,2,0,Premium Economy,W,25022,33
FL05024,UK657,KTM,MAA,Kathmandu,Chennai,Tribhuvan Intl,Chennai Intl,2026-05-23,13:00,14:15,1,15,Business,J,39167,42
FL05025,G8752,BLR,HYD,Bangalore,Hyderabad,Kempegowda Intl,Rajiv Gandhi Intl,2026-07-14,18:30,09:00,14,30,Business,J,48867,32
FL05026,6E706,CMB,DAC,Colombo,Dhaka,Bandaranaike Intl,Hazrat Shahjalal Intl,2026-06-23,13:15,20:45,7,30,Business,J,85419,107
FL05027,UK418,NRT,NYC,Tokyo,New York,Narita Intl,John F Kennedy Intl,2026-03-03,10:15,18:45,8,30,First,F,90027,91
FL05028,JA549,HYD,LHR,Hyderabad,London,Rajiv Gandhi Intl,Heathrow,2026-05-04,16:45,07:15,14,30,Economy,Y,7161,67
FL05029,AI311,AUH,DXB,Abu Dhabi,Dubai,Abu Dhabi Intl,Dubai Intl,2026-05-04,11:15,23:30,12,15,Premium Economy,W,16628,93
FL05030,AI102,HKG,BOM,Hong Kong,Mumbai,Hong Kong Intl,Chhatrapati Shivaji Intl,2026-04-05,09:15,10:15,1,0,Economy,Y,10141,132
FL05031,AI873,NYC,DEL,New York,New Delhi,John F Kennedy Intl,Indira Gandhi Intl,2026-08-10,04:00,07:30,3,30,First,F,132923,125
FL05032,UK915,AMD,KTM,Ahmedabad,Kathmandu,Sardar Vallabhbhai Patel Intl,Tribhuvan Intl,2026-06-24,18:15,21:30,3,15,Economy,Y,8118,27
FL05033,SG138,KTM,DEL,Kathmandu,New Delhi,Tribhuvan Intl,Indira Gandhi Intl,2026-06-27,21:45,03:00,5,15,Business,J,50948,8
FL05034,AI203,DOH,HYD,Doha,Hyderabad,Hamad Intl,Rajiv Gandhi Intl,2026-05-18,16:15,02:15,10,0,First,F,152492,105
FL05035,9W787,AUH,ICN,Abu Dhabi,Seoul,Abu Dhabi Intl,Incheon Intl,2026-05-21,03:00,12:30,9,30,Premium Economy,W,26976,18
FL05036,6E668,BKK,SYD,Bangkok,Sydney,Suvarnabhumi,Kingsford Smith,2026-03-19,05:00,16:45,11,45,First,F,117850,134
FL05037,G8706,BLR,PEK,Bangalore,Beijing,Kempegowda Intl,Beijing Capital,2026-05-28,10:45,23:15,12,30,Business,J,64799,85
FL05038,6E172,YYZ,SYD,Toronto,Sydney,Toronto Pearson,Kingsford Smith,2026-07-03,02:15,05:00,2,45,Premium Economy,W,21858,77
FL05039,6E816,NRT,MAA,Tokyo,Chennai,Narita Intl,Chennai Intl,2026-07-24,14:45,05:15,14,30,Premium Economy,W,34167,87
FL05040,UK348,BKK,AUH,Bangkok,Abu Dhabi,Suvarnabhumi,Abu Dhabi Intl,2026-06-08,21:30,05:00,7,30,First,F,112149,111
FL05041,6E956,MAA,COK,Chennai,Kochi,Chennai Intl,Cochin Intl,2026-04-06,18:45,05:15,10,30,Economy,Y,13848,116
FL05042,G8857,SIN,DAC,Singapore,Dhaka,Changi,Hazrat Shahjalal Intl,2026-08-08,03:00,12:15,9,15,First,F,146425,54
FL05043,G8678,CCU,HYD,Kolkata,Hyderabad,Netaji Subhas Intl,Rajiv Gandhi Intl,2026-05-07,05:45,14:45,9,0,Economy,Y,5768,83
FL05044,6E718,PNQ,BLR,Pune,Bangalore,Pune Intl,Kempegowda Intl,2026-08-14,10:30,22:15,11,45,Economy,Y,7677,128
FL05045,6E411,KTM,YYZ,Kathmandu,Toronto,Tribhuvan Intl,Toronto Pearson,2026-04-03,01:30,14:30,13,0,Economy,Y,8816,136
FL05046,AI141,JNB,KUL,Johannesburg,Kuala Lumpur,OR Tambo Intl,KLIA,2026-05-02,20:00,06:00,10,0,Economy,Y,5680,66
FL05047,9W519,JNB,DOH,Johannesburg,Doha,OR Tambo Intl,Hamad Intl,2026-08-02,16:15,06:00,13,45,Economy,Y,8295,51
FL05048,G8414,ICN,AUH,Seoul,Abu Dhabi,Incheon Intl,Abu Dhabi Intl,2026-08-14,02:30,07:30,5,0,Economy,Y,13750,120
FL05049,SG379,ICN,DOH,Seoul,Doha,Incheon Intl,Hamad Intl,2026-08-20,16:30,18:15,1,45,First,F,106391,145
FL05050,G8655,DOH,CDG,Doha,Paris,Hamad Intl,Charles de Gaulle,2026-06-17,03:15,15:15,12,0,Economy,Y,3405,97
FL05051,G8735,CDG,DOH,Paris,Doha,Charles de Gaulle,Hamad Intl,2026-06-03,20:15,09:45,13,30,Business,J,40169,90
FL05052,AI838,AMD,KUL,Ahmedabad,Kuala Lumpur,Sardar Vallabhbhai Patel Intl,KLIA,2026-03-22,09:15,23:30,14,15,First,F,185379,44
FL05053,6E611,BKK,YYZ,Bangkok,Toronto,Suvarnabhumi,Toronto Pearson,2026-04-20,06:00,10:00,4,0,Premium Economy,W,26641,150
FL05054,SG514,FRA,GOI,Frankfurt,Goa,Frankfurt Intl,Goa Intl,2026-04-05,03:15,13:30,10,15,Economy,Y,10419,68
FL05055,9W600,DAC,LHR,Dhaka,London,Hazrat Shahjalal Intl,Heathrow,2026-03-06,19:45,02:45,7,0,Business,J,50846,83
FL05056,SG690,BOM,DOH,Mumbai,Doha,Chhatrapati Shivaji Intl,Hamad Intl,2026-08-04,14:00,01:45,11,45,Business,J,36928,2
FL05057,JA254,SIN,CCU,Singapore,Kolkata,Changi,Netaji Subhas Intl,2026-06-05,01:15,06:15,5,0,Economy,Y,12557,106
FL05058,6E362,SIN,FRA,Singapore,Frankfurt,Changi,Frankfurt Intl,2026-06-21,01:30,02:30,1,0,Business,J,44022,110
FL05059,AI199,YYZ,DXB,Toronto,Dubai,Toronto Pearson,Dubai Intl,2026-05-16,02:30,11:00,8,30,First,F,197024,111
FL05060,JA154,HKG,KUL,Hong Kong,Kuala Lumpur,Hong Kong Intl,KLIA,2026-03-27,17:15,05:30,12,15,Business,J,74055,141
FL05061,UK135,BKK,BOM,Bangkok,Mumbai,Suvarnabhumi,Chhatrapati Shivaji Intl,2026-06-01,19:30,03:15,7,45,Premium Economy,W,33919,50
FL05062,6E368,CCU,JNB,Kolkata,Johannesburg,Netaji Subhas Intl,OR Tambo Intl,2026-05-25,18:15,07:15,13,0,First,F,140268,62
FL05063,JA172,NRT,JNB,Tokyo,Johannesburg,Narita Intl,OR Tambo Intl,2026-07-06,16:15,01:45,9,30,Premium Economy,W,25375,76
FL05064,9W808,MAA,DAC,Chennai,Dhaka,Chennai Intl,Hazrat Shahjalal Intl,2026-04-19,09:45,19:15,9,30,Premium Economy,W,26356,22
FL05065,6E524,KUL,PNQ,Kuala Lumpur,Pune,KLIA,Pune Intl,2026-04-03,06:15,19:30,13,15,First,F,195664,16
FL05066,AI283,HYD,CDG,Hyderabad,Paris,Rajiv Gandhi Intl,Charles de Gaulle,2026-05-30,07:15,09:00,1,45,Business,J,77446,103
FL05067,JA141,AMD,CMB,Ahmedabad,Colombo,Sardar Vallabhbhai Patel Intl,Bandaranaike Intl,2026-04-11,00:30,04:30,4,0,Business,J,57774,40
FL05068,JA848,HYD,SIN,Hyderabad,Singapore,Rajiv Gandhi Intl,Changi,2026-06-28,13:30,19:15,5,45,Business,J,39069,137
FL05069,UK942,DOH,BLR,Doha,Bangalore,Hamad Intl,Kempegowda Intl,2026-03-12,18:30,21:15,2,45,Economy,Y,7174,83
FL05070,SG471,DAC,KTM,Dhaka,Kathmandu,Hazrat Shahjalal Intl,Tribhuvan Intl,2026-06-17,12:00,23:00,11,0,Premium Economy,W,34694,28
FL05071,9W238,NRT,AUH,Tokyo,Abu Dhabi,Narita Intl,Abu Dhabi Intl,2026-03-09,22:15,06:00,7,45,Economy,Y,8224,109
FL05072,9W922,BKK,FRA,Bangkok,Frankfurt,Suvarnabhumi,Frankfurt Intl,2026-06-19,08:45,10:00,1,15,First,F,127899,77
FL05073,G8153,HKG,DEL,Hong Kong,New Delhi,Hong Kong Intl,Indira Gandhi Intl,2026-08-01,10:30,22:15,11,45,Premium Economy,W,29182,138
FL05074,UK231,SYD,NYC,Sydney,New York,Kingsford Smith,John F Kennedy Intl,2026-04-16,20:30,00:30,4,0,First,F,101018,141
FL05075,JA830,DXB,KTM,Dubai,Kathmandu,Dubai Intl,Tribhuvan Intl,2026-06-03,12:30,00:00,11,30,Economy,Y,14468,28
FL05076,G8488,CCU,DXB,Kolkata,Dubai,Netaji Subhas Intl,Dubai Intl,2026-04-26,15:00,16:15,1,15,Premium Economy,W,25965,95
FL05077,9W250,CDG,LHR,Paris,London,Charles de Gaulle,Heathrow,2026-06-19,19:00,20:45,1,45,Business,J,37063,108
FL05078,SG396,LHR,DAC,London,Dhaka,Heathrow,Hazrat Shahjalal Intl,2026-07-08,12:00,16:45,4,45,First,F,173984,97
FL05079,6E841,DAC,DEL,Dhaka,New Delhi,Hazrat Shahjalal Intl,Indira Gandhi Intl,2026-04-09,22:45,00:15,1,30,Business,J,83027,65
FL05080,G8882,FRA,GOI,Frankfurt,Goa,Frankfurt Intl,Goa Intl,2026-03-27,10:30,18:45,8,15,Economy,Y,10211,41
FL05081,6E263,CMB,DEL,Colombo,New Delhi,Bandaranaike Intl,Indira Gandhi Intl,2026-03-08,01:00,07:45,6,45,Premium Economy,W,29586,91
FL05082,SG988,DOH,AUH,Doha,Abu Dhabi,Hamad Intl,Abu Dhabi Intl,2026-06-08,00:45,15:00,14,15,Economy,Y,4768,64
FL05083,UK367,DAC,BLR,Dhaka,Bangalore,Hazrat Shahjalal Intl,Kempegowda Intl,2026-08-13,22:45,10:45,12,0,First,F,197290,22
FL05084,SG206,FRA,NYC,Frankfurt,New York,Frankfurt Intl,John F Kennedy Intl,2026-08-04,20:30,05:30,9,0,Premium Economy,W,16804,96
FL05085,UK668,CMB,AMD,Colombo,Ahmedabad,Bandaranaike Intl,Sardar Vallabhbhai Patel Intl,2026-06-22,12:45,01:15,12,30,Business,J,60737,21
FL05086,SG502,SIN,AMD,Singapore,Ahmedabad,Changi,Sardar Vallabhbhai Patel Intl,2026-03-04,01:30,05:00,3,30,Economy,Y,10418,123
FL05087,6E563,AMD,BOM,Ahmedabad,Mumbai,Sardar Vallabhbhai Patel Intl,Chhatrapati Shivaji Intl,2026-05-15,19:45,22:15,2,30,Economy,Y,10726,2
FL05088,UK528,AMD,PNQ,Ahmedabad,Pune,Sardar Vallabhbhai Patel Intl,Pune Intl,2026-03-05,05:30,12:45,7,15,Business,J,71541,115
FL05089,6E452,SIN,MAA,Singapore,Chennai,Changi,Chennai Intl,2026-03-13,14:45,23:30,8,45,Economy,Y,3147,70
FL05090,JA691,HYD,CDG,Hyderabad,Paris,Rajiv Gandhi Intl,Charles de Gaulle,2026-05-10,06:15,15:30,9,15,Premium Economy,W,26800,137
FL05091,JA298,BLR,DAC,Bangalore,Dhaka,Kempegowda Intl,Hazrat Shahjalal Intl,2026-03-06,22:00,02:00,4,0,Business,J,71853,77
FL05092,9W675,CDG,KUL,Paris,Kuala Lumpur,Charles de Gaulle,KLIA,2026-06-12,23:30,09:15,9,45,First,F,163083,132
FL05093,6E424,FRA,PNQ,Frankfurt,Pune,Frankfurt Intl,Pune Intl,2026-05-13,12:30,19:00,6,30,First,F,159652,57
FL05094,UK874,DXB,PNQ,Dubai,Pune,Dubai Intl,Pune Intl,2026-08-15,03:30,12:45,9,15,Economy,Y,4921,94
FL05095,JA161,LHR,SYD,London,Sydney,Heathrow,Kingsford Smith,2026-05-19,23:00,12:00,13,0,Business,J,56951,115
FL05096,JA430,SYD,CCU,Sydney,Kolkata,Kingsford Smith,Netaji Subhas Intl,2026-04-21,01:30,12:45,11,15,Economy,Y,3404,47
FL05097,SG820,DAC,NRT,Dhaka,Tokyo,Hazrat Shahjalal Intl,Narita Intl,2026-05-06,02:00,05:45,3,45,Business,J,50827,50
FL05098,UK862,AUH,DAC,Abu Dhabi,Dhaka,Abu Dhabi Intl,Hazrat Shahjalal Intl,2026-05-16,18:45,00:45,6,0,First,F,199546,58
FL05099,JA386,BKK,COK,Bangkok,Kochi,Suvarnabhumi,Cochin Intl,2026-03-28,02:15,13:45,11,30,Business,J,57816,131
FL05100,6E633,JNB,PEK,Johannesburg,Beijing,OR Tambo Intl,Beijing Capital,2026-06-07,07:15,14:30,7,15,Economy,Y,13899,3
FL05101,UK515,KUL,AUH,Kuala Lumpur,Abu Dhabi,KLIA,Abu Dhabi Intl,2026-06-30,03:30,16:30,13,0,Business,J,88634,7
FL05102,6E780,KUL,KTM,Kuala Lumpur,Kathmandu,KLIA,Tribhuvan Intl,2026-08-18,17:45,23:30,5,45,Economy,Y,7551,119
FL05103,6E185,ICN,CMB,Seoul,Colombo,Incheon Intl,Bandaranaike Intl,2026-03-17,21:00,03:30,6,30,First,F,138583,36
FL05104,AI532,DXB,DOH,Dubai,Doha,Dubai Intl,Hamad Intl,2026-06-13,10:00,23:30,13,30,Economy,Y,3174,134
FL05105,SG422,HKG,JNB,Hong Kong,Johannesburg,Hong Kong Intl,OR Tambo Intl,2026-08-18,13:30,21:45,8,15,First,F,180372,76
FL05106,AI466,SYD,CMB,Sydney,Colombo,Kingsford Smith,Bandaranaike Intl,2026-04-02,21:00,10:00,13,0,First,F,115443,126
FL05107,9W488,CCU,NYC,Kolkata,New York,Netaji Subhas Intl,John F Kennedy Intl,2026-04-07,02:30,10:45,8,15,Premium Economy,W,32042,9
FL05108,SG766,HKG,ICN,Hong Kong,Seoul,Hong Kong Intl,Incheon Intl,2026-07-14,18:00,03:15,9,15,Business,J,80219,81
FL05109,6E601,NYC,LHR,New York,London,John F Kennedy Intl,Heathrow,2026-03-11,21:45,08:15,10,30,Economy,Y,8452,80
FL05110,AI116,PNQ,CDG,Pune,Paris,Pune Intl,Charles de Gaulle,2026-07-20,11:30,01:30,14,0,Premium Economy,W,23982,25
FL05111,G8360,DOH,JNB,Doha,Johannesburg,Hamad Intl,OR Tambo Intl,2026-08-23,20:45,00:15,3,30,Business,J,81150,103
FL05112,SG462,AUH,KUL,Abu Dhabi,Kuala Lumpur,Abu Dhabi Intl,KLIA,2026-08-14,15:15,03:00,11,45,Premium Economy,W,30184,139
FL05113,SG379,DAC,YYZ,Dhaka,Toronto,Hazrat Shahjalal Intl,Toronto Pearson,2026-05-08,19:15,21:45,2,30,Premium Economy,W,20103,104
FL05114,9W927,CDG,JNB,Paris,Johannesburg,Charles de Gaulle,OR Tambo Intl,2026-08-13,17:45,03:15,9,30,First,F,150270,70
FL05115,G8515,BLR,BKK,Bangalore,Bangkok,Kempegowda Intl,Suvarnabhumi,2026-07-04,23:00,06:15,7,15,Business,J,51944,44
FL05116,UK999,BOM,DOH,Mumbai,Doha,Chhatrapati Shivaji Intl,Hamad Intl,2026-03-15,08:30,21:45,13,15,First,F,98823,87
FL05117,9W481,NRT,ICN,Tokyo,Seoul,Narita Intl,Incheon Intl,2026-07-11,07:00,16:45,9,45,Economy,Y,4795,26
FL05118,SG894,PEK,SIN,Beijing,Singapore,Beijing Capital,Changi,2026-04-17,11:15,16:15,5,0,First,F,114209,42
FL05119,6E874,GOI,LHR,Goa,London,Goa Intl,Heathrow,2026-04-10,06:30,11:00,4,30,Business,J,44966,56
FL05120,G8671,CCU,BKK,Kolkata,Bangkok,Netaji Subhas Intl,Suvarnabhumi,2026-06-05,00:30,07:00,6,30,Premium Economy,W,25023,119
